CSI#,,SYMBOL,EXCHANGE,NAME,POINT VALUE,CONTRACT SIZE,UNIT OF MEASURE,CURRENCY,NORMAL MONTHS,SWITCHING MONTHS,START DATE,HOURS,BIAS,,TICK SIZE,FOOTNOTE,FULL POINT VALUE
100216,,EJN,CLEAR,MISO Cinergy Off-Peak Electricity,9.70 USD,2.5 Mw x off-peak hours (880-1060 MWh),USD / MWh,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20070809,18:00 - 17:15,,,0.01,,970 USD
100217,,FZE,CBT,Ethanol Forward Month Calendar Swap,14.50 USD,14500 gal,USD / gal,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20061220,18:36 - 16:00,,,0.001,,14500 USD
100218,,TO1,NYFE,Russell 2000 (Electronic Only),5 USD,500 USD x Index,points,USD,"3,6,9,12",,20070817,20:00 - 16:15,,,0.05,,500 USD
100219,,TO2,NYFE,Russell 2000 (Floor+Electronic Combined),5 USD,500 USD x Index,points,USD,"3,6,9,12",,20070817,16:45 - 16:15,,,0.05,,500 USD
100220,,TF,NYFE,Mini Russell 2000,1 USD,100 USD x Index,points,USD,"3,6,9,12",,20070817,20:00 - 16:15,,,0.05,,100 USD
100221,,SMP,CME,S&P 600 SmallCap (Floor+Electronic)- CME,5 USD,500 USD x Index,points,USD,"3,6,9,12",,20070820,17:00 - 16:30,,,0.05,,500 USD
100222,,JN2,OSE,Nikkei 225 Index T  (Day Session),1000 JPY,1000 JPY x Index,points,JPY,"3,6,9,12",,20070925,09:00 - 15:15,,,1,,1000 JPY
100223,,JN1,OSE,Nikkei 225 Index T2  (Night Session),1000 JPY,1000 JPY x Index,points,JPY,"3,6,9,12",,20070927,16:30 - 19:00,,,1,,1000 JPY
100224,,JAM,TCE,Gold Mini-Tokyo (Day Session),100 JPY,100 gram,JPY / gram,JPY,"2,4,6,8,10,12",,20070925,09:00 - 15:30,,,1,,100 JPY
100225,,WP,CME,Wood Pulp,0.20 USD,20 USD x PIX NBSKP Europe Index,points,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20070924,17:00 - 16:00,,,0.5,,20 USD
100226,,NF,CME,Milk-Non-Fat Dry,0.44 USD,44000 lb,USD / lb,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20070924,09:25 - 13:10,,,0.025,,440 USD
100227,,DA2,CME,Milk-Class III RTH,20 USD,200000 lb,USD / 100 lb,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20070921,09:05 - 13:30,,,0.01,,2000 USD
100228,,DA1,CME,Milk Class III ELE  -Globex,20 USD,200000 lb,USD / 100 lb,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20070924,09:05 - 13:30,,,0.01,,2000 USD
100229,,LBA,CME,CME Lehman Brothers U.S. Aggregate Index - CME,1 USD,100 USD x Index,points,USD,"3,6,9,12",,20071001,17:00 - 16:00,,,0.2,,100 USD
100230,,PPD,LME,Polypropylene - Global - LME,0.2475 USD,24.75 tonnes,USD / tonne,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20071001,01:00 - 19:00,,,0.01,,24.75 USD
100231,,PPA,LME,Polypropylene - Asia - LME,0.2475 USD,24.75 tonnes,USD / tonne,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20071001,01:00 - 19:00,,,0.01,,24.75 USD
100232,,PPE,LME,Polypropylene - Europe - LME,0.2475 USD,24.75 tonnes,USD / tonne,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20071001,01:00 - 19:00,,,0.01,,24.75 USD
100233,,PPN,LME,Polypropylene - North America - LME,0.2475 USD,24.75 tonnes,USD / tonne,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20071001,01:00 - 19:00,,,0.01,,24.75 USD
100234,,LLD,LME,Linear Low Density Polyethylene - Global - LME,0.2475 USD,24.75 tonnes,USD / tonne,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20071001,01:00 - 19:00,,,0.01,,24.75 USD
100235,,LLA,LME,Linear Low Density Polyethylene - Asia - LME,0.2475 USD,24.75 tonnes,USD / tonne,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20071001,01:00 - 19:00,,,0.01,,24.75 USD
100236,,LLE,LME,Linear Low Density Polyethylene - Europe - LME,0.2475 USD,24.75 tonnes,USD / tonne,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20071001,01:00 - 19:00,,,0.01,,24.75 USD
100237,,LLN,LME,Linear Low Density Polyethylene - North America - LME,0.2475 USD,24.75 tonnes,USD / tonne,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20071001,01:00 - 19:00,,,0.01,,24.75 USD
100238,,JG2,TSE,Japanese 10yr Govt Bond (Floor+Evening Combined),10000 JPY,100000000 JPY,percent,JPY,"3,6,9,12",,20071011,15:30 - 15:00,,,0.01,,1000000 JPY
100239,,JG1,TSE,Japanese 10yr Govt Bond (Evening Only),10000 JPY,100000000 JPY,percent,JPY,"3,6,9,12",,20071018,15:30 - 18:00,,,0.01,,1000000 JPY
100240,,JN4,OSE,Nikkei 300 Index  (Floor Only),1000 JPY,10000 JPY x Index,points,JPY,"3,6,9,12",,20071011,09:00 - 15:10,,,0.1,,10000 JPY
100241,,JN3,OSE,Nikkei 300 Index  (Evening Only),1000 JPY,10000 JPY x Index,points,JPY,"3,6,9,12",,20071012,16:15 - 16:30,,,0.1,,10000 JPY
100244,,DEY,EUREX,DJ Euro STOXX Technology Sector Index,0.5 EUR,50 EUR x Index,points,EUR,"3,6,9,12",,20071024,08:00 - 22:00,,,0.1,,50 EUR
100245,,DJY,EUREX,DJ Euro STOXX 600 Technology Sector Index,0.5 EUR,50 EUR x Index,points,EUR,"3,6,9,12",,20071024,08:00 - 22:00,,,0.1,,50 EUR
100246,,MMN,CLEAR,New York Harbor Residual Fuel 1% Sulfur Swap,10 USD,1000 bbl,USD / bbl,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20071113,18:00 - 17:15,,,0.01,,1000 USD
100247,,LWN,CLEAR,Gulf Coast Low Sulfur Diesel Swap,4.20 USD,42000 gal,USD / gal,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20071113,18:00 - 17:15,,,0.0001,,42000 USD
100248,,MFN,CLEAR,Gulf Coast No. 6 Fuel Oil 3% Sulfur Swap,10 USD,1000 bbl,USD / bbl,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20071113,18:00 - 17:15,,,0.01,,1000 USD
100249,,UFN,CLEAR,1% Fuel Oil Swap Northwest Europe,10 USD,1000 tonnes,USD / tonne,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20071113,18:00 - 17:15,,,0.01,,1000 USD
100250,,UHN,CLEAR,1% Fuel Oil Swap Rotterdam,10 USD,1000 tonnes,USD / tonne,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20071113,,,,0.01,,1000 USD
100251,,H1C,CME,HDD Atlanta,2 USD,20 USD x Index,points,USD,"1,2,3,4,10,11,12",,19990922,17:00 - 15:15,,,1,,20 USD
100252,,H2C,CME,HDD Chicago,2 USD,20 USD x Index,points,USD,"1,2,3,4,10,11,12",,19990922,17:00 - 15:15,,,1,,20 USD
100253,,H3C,CME,HDD Cincinnati,2 USD,20 USD x Index,points,USD,"1,2,3,4,10,11,12",,19990922,17:00 - 15:15,,,1,,20 USD
100254,,H4C,CME,HDD New York,2 USD,20 USD x Index,points,USD,"1,2,3,4,10,11,12",,19990922,17:00 - 15:15,,,1,,20 USD
100255,,H5C,CME,HDD Dallas,2 USD,20 USD x Index,points,USD,"1,2,3,4,10,11,12",,20000131,17:00 - 15:15,,,1,,20 USD
100256,,H6C,CME,HDD Philadelphia,2 USD,20 USD x Index,points,USD,"1,2,3,4,10,11,12",,20000131,17:00 - 15:15,,,1,,20 USD
100257,,H7C,CME,HDD Portland,2 USD,20 USD x Index,points,USD,"1,2,3,4,10,11,12",,20000131,17:00 - 15:15,,,1,,20 USD
100258,,H8C,CME,HDD Tucson,2 USD,20 USD x Index,points,USD,"1,2,3,4,10,11,12",,20000131,17:00 - 15:15,,,1,,20 USD
100259,,H9C,CME,HDD Des Moines,2 USD,20 USD x Index,points,USD,"1,2,3,4,10,11,12",,20000131,17:00 - 15:15,,,1,,20 USD
100260,,H0C,CME,HDD Las Vegas,2 USD,20 USD x Index,points,USD,"1,2,3,4,10,11,12",,20000131,17:00 - 15:15,,,1,,20 USD
100261,,HKC,CME,HDD Detroit,2 USD,20 USD x Index,points,USD,"1,2,3,4,10,11,12",,20071212,17:00 - 15:15,,,1,,20 USD
100262,,HQC,CME,HDD Minneapolis,2 USD,20 USD x Index,points,USD,"1,2,3,4,10,11,12",,20071212,17:00 - 15:15,,,1,,20 USD
100263,,HRC,CME,HDD Houston,2 USD,20 USD x Index,points,USD,"1,2,3,4,10,11,12",,20071212,17:00 - 15:15,,,1,,20 USD
100264,,HSC,CME,HDD Sacramento,2 USD,20 USD x Index,points,USD,"1,2,3,4,10,11,12",,20071212,17:00 - 15:15,,,1,,20 USD
100265,,HAC,CME,HDD Salt Lake City,2 USD,20 USD x Index,points,USD,"1,2,3,4,10,11,12",,20071212,17:00 - 15:15,,,1,,20 USD
100266,,HVC,CME,HDD Baltimore,2 USD,20 USD x Index,points,USD,"1,2,3,4,10,11,12",,20071212,17:00 - 15:15,,,1,,20 USD
100267,,HWC,CME,HDD Boston,2 USD,20 USD x Index,points,USD,"1,2,3,4,10,11,12",,20071212,17:00 - 15:15,,,1,,20 USD
100268,,HXC,CME,HDD Kansas City,2 USD,20 USD x Index,points,USD,"1,2,3,4,10,11,12",,20071212,17:00 - 15:15,,,1,,20 USD
100269,,K1C,CME,CDD Atlanta,2 USD,20 USD x Index,points,USD,"4,5,6,7,8,9,10",,20000131,17:00 - 15:15,,,1,,20 USD
100270,,K2C,CME,CDD Chicago,2 USD,20 USD x Index,points,USD,"4,5,6,7,8,9,10",,20000131,17:00 - 15:15,,,1,,20 USD
100271,,K3C,CME,CDD Cincinnati,2 USD,20 USD x Index,points,USD,"4,5,6,7,8,9,10",,20000131,17:00 - 15:15,,,1,,20 USD
100272,,K4C,CME,CDD New York,2 USD,20 USD x Index,points,USD,"4,5,6,7,8,9,10",,20000131,17:00 - 15:15,,,1,,20 USD
100273,,K5C,CME,CDD Dallas,2 USD,20 USD x Index,points,USD,"4,5,6,7,8,9,10",,20000131,17:00 - 15:15,,,1,,20 USD
100274,,K6C,CME,CDD Philadelphia,2 USD,20 USD x Index,points,USD,"4,5,6,7,8,9,10",,20000131,17:00 - 15:15,,,1,,20 USD
100275,,K7C,CME,CDD Portland,2 USD,20 USD x Index,points,USD,"4,5,6,7,8,9,10",,20000131,17:00 - 15:15,,,1,,20 USD
100276,,K8C,CME,CDD Tucson,2 USD,20 USD x Index,points,USD,"4,5,6,7,8,9,10",,20000131,17:00 - 15:15,,,1,,20 USD
100277,,K9C,CME,CDD Des Moines,2 USD,20 USD x Index,points,USD,"4,5,6,7,8,9,10",,20000131,17:00 - 15:15,,,1,,20 USD
100278,,K0C,CME,CDD Las Vegas,2 USD,20 USD x Index,points,USD,"4,5,6,7,8,9,10",,20000131,17:00 - 15:15,,,1,,20 USD
100279,,KKC,CME,CDD Detroit,2 USD,20 USD x Index,points,USD,"4,5,6,7,8,9,10",,20071212,17:00 - 15:15,,,1,,20 USD
100280,,KQC,CME,CDD Minneapolis,2 USD,20 USD x Index,points,USD,"4,5,6,7,8,9,10",,20071212,17:00 - 15:15,,,1,,20 USD
100281,,KRC,CME,CDD Houston,2 USD,20 USD x Index,points,USD,"4,5,6,7,8,9,10",,20071212,17:00 - 15:15,,,1,,20 USD
100282,,KSC,CME,CDD Sacramento,2 USD,20 USD x Index,points,USD,"4,5,6,7,8,9,10",,20071212,17:00 - 15:15,,,1,,20 USD
100283,,KUC,CME,CDD Salt Lake City,2 USD,20 USD x Index,points,USD,"4,5,6,7,8,9,10",,20071212,17:00 - 15:15,,,1,,20 USD
100284,,KVC,CME,CDD Baltimore,2 USD,20 USD x Index,points,USD,"4,5,6,7,8,9,10",,20071212,17:00 - 15:15,,,1,,20 USD
100285,,KWC,CME,CDD Boston,2 USD,20 USD x Index,points,USD,"4,5,6,7,8,9,10",,20071212,17:00 - 15:15,,,1,,20 USD
100286,,KXC,CME,CDD Kansas City,2 USD,20 USD x Index,points,USD,"4,5,6,7,8,9,10",,20071212,17:00 - 15:15,,,1,,20 USD
100287,,SHG,SHFE,Gold,10 CNY,1000 gram,CNY / gram,CNY,"1,2,3,4,5,6,7,8,9,10,11,12",,20080117,09:00 - 15:00,,,0.01,,1000 CNY
100288,,SOC,CCFE,Sulfur Emissions,0.25 USD,25 U.S. EPA SO2 Emission Allowances,USD / EPA SO2 Emission Allowance,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20041210,07:30 - 15:00,,,0.1,,25 USD
100289,,XKN,NYMEX,Crude Oil Backwardation/Contango Index,2 USD,200 USD x Index,points,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20080211,18:00 - 17:15,,,0.01,,200 USD
100290,,XCN,NYMEX,Crude MACI Inx,2 USD,200 USD x Index,points,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20080211,18:00 - 17:15,,,0.05,,200 USD
100291,,DSI,DGCX,Silver,1 USD,1000 toz,0.01 USD / toz,USD,"3,7,9,12",,20080213,08:30 - 23:30,,,0.5,,10 USD
100292,,DSR,DGCX,Steel Rebar,0.10 USD,10 tonnes,USD / tonne,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20080213,10:00 - 18:00,,,0.1,,10 USD
100293,,DEU,DGCX,Euro/US Dollar,5 USD,50000 EUR,0.01 USD / EUR,USD,"3,6,9,12",,20080213,08:30 - 23:30,,,0.01,,500 USD
100294,,DBP,DGCX,British Pound/US Dollar,5 USD,50000 GBP,0.01 USD / GBP,USD,"3,6,9,12",,20080213,08:30 - 23:30,,,0.01,,500 USD
100295,,DJP,DGCX,Japanese Yen/US Dollar,5 USD,5000000 JPY,0.01 USD / JPY,USD,"3,6,9,12",,20081003,08:30 - 23:30,,,0.01,,500 USD
100296,,DIR,DGCX,Indian Rupee/US Dollar,2 USD,2000000 INR,0.01 USD / INR,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20080213,08:30 - 23:30,,,0.01,,200 USD
100297,,RCY,ICE,Coal Rotterdam,50 USD,5000 tonnes,USD / tonne,USD,"1",,20080310,07:00 - 17:00,,,0.05,,5000 USD
100298,,AFY,ICE,Coal Richards Bay,50 USD,5000 tonnes,USD / tonne,USD,"1",,20080310,07:00 - 17:00,,,0.05,,5000 USD
100299,,VLN,CLEAR,Gasoil 0.1 Barges FOB Rotterdam Swap,1 USD,1000 tonnes,USD / ton,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20080318,18:00 - 17:15,,,0.001,,1000 USD
100300,,CUN,CLEAR,Chicago Ethanol Swap (Platts),4.20 USD,42000 gal,USD / gal,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20080318,18:00 - 17:15,,,0.0001,,42000 USD
100301,,EZN,CLEAR,New York Ethanol Swap (Platts),4.20 USD,42000 gal,USD / gal,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20080318,18:00 - 17:15,,,0.0001,,42000 USD
100302,,RCN,CLEAR,Carbon European Union Allowance Emissions,10 EUR,1000 tonnes,EUR / ton,EUR,"3,6,9,12",,20080318,18:00 - 17:15,,,0.01,,1000 EUR
100303,,VAN,CLEAR,Carbon Certified Emission Reduction,10 EUR,1000 tonnes,EUR / ton,EUR,"3,6,9,12",,20080318,18:00 - 17:15,,,0.01,,1000 EUR
100304,,RNN,CLEAR,NOX Seasonal Emission Allowance Current Vintage,1 USD,10 short tons,USD / ton,USD,"3,6,9,12",,20080318,18:00 - 17:15,,,1,,1 USD
100305,,INN,CLEAR,Henry Hub Natural Gas Index Swap (Platts),0.25 USD,2500 mmBtu,USD / mmBtu,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20080318,18:00 - 17:15,5,,0.0001,,2500 USD
100306,,IPN,CLEAR,Houston Ship Channel Natural Gas Index Swap (Platts),0.25 USD,2500 mmBtu,USD / mmBtu,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20080318,18:00 - 17:15,5,,0.0001,,2500 USD
100307,,IVN,CLEAR,Panhandle Natural Gas Index Swap (Platts),0.25 USD,2500 mmBtu,USD / mmBtu,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20080318,18:00 - 17:15,5,,0.0001,,2500 USD
100308,,IYN,CLEAR,Waha Natural Gas Index Swap (Platts),0.25 USD,2500 mmBtu,USD / mmBtu,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20080318,18:00 - 17:15,5,,0.0001,,2500 USD
100309,,OIN,CLEAR,NGPL Texok Natural Gas Index Swap (Platts),0.25 USD,2500 mmBtu,USD / mmBtu,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20080318,18:00 - 17:15,5,,0.0001,,2500 USD
100310,,DIN,CLEAR,Demarc Natural Gas Index Swap (Platts),0.25 USD,2500 mmBtu,USD / mmBtu,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20080318,18:00 - 17:15,5,,0.0001,,2500 USD
100311,,ARN,CLEAR,Northwest Europe Gasoline Swap (Argus),10 USD,1000 tonnes,USD / tonne,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20080318,18:00 - 17:15,,,0.01,,1000 USD
100312,,CER,ICE,Carbon Certified Emission Reduction,10 EUR,1000 tonnes,EUR / tonne,EUR,"3,6,9,12",,20080328,07:00 - 17:00,,,0.01,,1000 EUR
100313,,DEA,EUREX,DJ Euro STOXX Automobiles & Parts Index,0.5 EUR,50 EUR x Index,points,EUR,"3,6,9,12",,20080401,08:00 - 22:00,,,0.1,,50 EUR
100314,,DJA,EUREX,DJ STOXX 600 Automobiles & Parts Index,0.5 EUR,50 EUR x Index,points,EUR,"3,6,9,12",,20080401,08:00 - 22:00,,,0.1,,50 EUR
100315,,DEB,EUREX,DJ Euro STOXX Bank Index,0.5 EUR,50 EUR x Index,points,EUR,"3,6,9,12",,20030623,08:00 - 22:00,,,0.1,,50 EUR
100316,,DJB,EUREX,DJ STOXX 600 Bank Index,0.5 EUR,50 EUR x Index,points,EUR,"3,6,9,12",,20030623,08:00 - 22:00,,,0.1,,50 EUR
100317,,DEG,EUREX,DJ Euro STOXX Industrial Goods & Services,0.5 EUR,50 EUR x Index,points,EUR,"3,6,9,12",,20030623,08:00 - 22:00,,,0.1,,50 EUR
100318,,DJG,EUREX,DJ STOXX 600 Industrial Goods & Services,0.5 EUR,50 EUR x Index,points,EUR,"3,6,9,12",,20040622,08:00 - 22:00,,,0.1,,50 EUR
100319,,DES,EUREX,DJ Euro STOXX Basic Resources,0.5 EUR,50 EUR x Index,points,EUR,"3,6,9,12",,20030623,08:00 - 22:00,,,0.1,,50 EUR
100320,,DJS,EUREX,DJ STOXX 600 Basic Resources,0.5 EUR,50 EUR x Index,points,EUR,"3,6,9,12",,20040622,08:00 - 22:00,,,0.1,,50 EUR
100321,,DEW,EUREX,DJ Euro STOXX Utilities,0.5 EUR,50 EUR x Index,points,EUR,"3,6,9,12",,20080401,08:00 - 22:00,,,0.1,,50 EUR
100322,,DJW,EUREX,DJ STOXX 600 Utilities,0.5 EUR,50 EUR x Index,points,EUR,"3,6,9,12",,20080401,08:00 - 22:00,,,0.1,,50 EUR
100323,,QEN,CLEAR,Ethanol Physical,4.20 USD,42000 gal,USD / gal,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20080401,18:00 - 17:15,,,0.0001,,42000 USD
100324,,VEN,CLEAR,Columbian Peso Index,0.25 USD,25 USD x Index,points,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20080401,18:00 - 17:15,,,0.01,,25 USD
100325,,DSB,DC,Soybeans #2,10 CNY,10 tonnes,CNY / tonne,CNY,"1,3,5,7,9,11",,20080519,09:00 - 15:00,,,1,,10 CNY
100326,,DBO,DC,Soybean Oil,10 CNY,10 tonnes,CNY / tonne,CNY,"1,3,5,7,8,9,11,12",,20080519,09:00 - 15:00,,,2,,10 CNY
100327,,DPO,DC,Palm Oil,10 CNY,10 tonnes,CNY / tonne,CNY,"1,2,3,4,5,6,7,8,9,10,11,12",,20080519,09:00 - 15:00,,,2,,10 CNY
100328,,DLL,DC,Linear Low Density Polyethylene (LLDPE),10 CNY,10 tonnes,CNY / tonne,CNY,"1,2,3,4,5,6,7,8,9,10,11,12",,20080519,09:00 - 15:00,,,5,,10 CNY
100329,,DZG,DME,Crude Oil Oman (Financial Settle),10 USD,1000 bbl,USD / bbl,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20080602,18:00 - 17:15,,,0.01,,1000 USD
100330,,DZO,DME,Brent Crude Oil (Financial Settle),10 USD,1000 bbl,USD / bbl,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20080602,18:00 - 17:15,,,0.01,,1000 USD
100331,,EMI,CME,E-Mini MSCI Emerging Markets Index,0.50 USD,50 USD x Index,points,USD,"3,6,9,12",,20080528,15:30 - 15:15,,,0.1,,50 USD
100332,,JT2,TSE,TOPIX Index (day session),1000 JPY,10000 JPY x Index,points,JPY,"3,6,9,12",,20080619,09:00 - 13:10,,,0.5,,10000 JPY
100333,,JT1,TSE,TOPIX Index (prior evening; last in close),1000 JPY,10000 JPY x Index,points,JPY,"3,6,9,12",,20080619,16:30 - 19:00,,,0.5,,10000 JPY
100334,,JTM,TSE,TOPIX Index Mini (combined sessions),10 JPY,1000 JPY x Index,points,JPY,"3,6,9,12",,20080619,16:30 - 15:10,,,0.25,,1000 JPY
100335,,JT4,TSE,TOPIX Index Mini (day session),10 JPY,1000 JPY x Index,points,JPY,"3,6,9,12",,20080619,09:00 - 15:10,,,0.25,,1000 JPY
100336,,JT3,TSE,TOPIX Index Mini (prior evening session; last in close),10 JPY,1000 JPY x Index,points,JPY,"3,6,9,12",,20080619,16:30 - 19:00,,,0.25,,1000 JPY
100337,,DED,EUREX,DJ Euro STOXX Select Dividend 30 Index,0.1 EUR,10 EUR x Index,points,EUR,"3,6,9,12",,20070723,08:50 - 17:30,,,0.5,,10 EUR
100338,,SLI,EUREX,SLI Swiss Leader Index,0.1 CHF,10 CHF x Index,points,CHF,"3,6,9,12",,20071022,08:50 - 17:30,,,0.5,,10 CHF
100339,,CNI,BMF,Corn,4.5 BRL,27 tonnes,BRL / 60 kg,BRL,"1,3,5,7,9,11",,20020416,09:00 - 11:45,,,0.01,,450 BRL
100340,,SOJ,BMF,Soybeans,4.5 USD,27 tonnes,USD / 60 kg,USD,"3,4,5,6,7,8,9,11",,20051206,09:00 - 14:30,,,0.01,,450 USD
100341,,CSR,ZCE,White Sugar,10 CNY,10 tonnes,CNY / tonne,CNY,"1,3,5,7,9,11",,20080917,09:00 - 15:00,,,1,,10 CNY
100342,,CRO,ZCE,Rapeseed Oil,5 CNY,5 tonnes,CNY / tonne,CNY,"1,3,5,7,9,11",,20080917,09:00 - 15:00,,,1,,5 CNY
100343,,CTA,ZCE,PTA (Pure Terephthalic Acid),5 CNY,5 tonnes,CNY / tonne,CNY,"1,2,3,4,5,6,7,8,9,10,11,12",,20080917,09:00 - 15:00,,,2,,5 CNY
100344,,QAN,CLEAR,Gasoil Mini Calendar Swap-ICE,0.10 USD,1000 tonnes,USD / tonne,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20081009,18:00 - 17:15,,,0.001,,100 USD
100345,,MEN,CLEAR,Gulf Coast Jet vs NYH#2 HO Spread,4.20 USD,42000 gal,USD / gal,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20081009,18:00 - 17:15,50,,0.0001,,42000 USD
100346,,LTN,CLEAR,Up-Down GC USLD vs NYMEX HO Spread,4.20 USD,42000 gal,USD / gal,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20081009,18:00 - 17:15,50,,0.0001,,42000 USD
100347,,GXN,CLEAR,European Gasoil Calendar Swap-ICE,10 USD,1000 tonnes,USD / tonne,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20081009,15:15 - 14:30,,,0.01,,1000 USD
100348,,WQN,CLEAR,Gasoil 0.1 Barges FOB Rdam v ICE Gasoil Swap,10 USD,1000 tonnes,USD / tonne,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20081009,18:00 - 17:15,50,,0.001,,10000 USD
100349,,JSN,CLEAR,L.A. Jet (OPIS) Swap,4.20 USD,42000 gal,USD / gal,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20081009,18:00 - 17:15,50,,0.0001,,42000 USD
100350,,PTN,CLEAR,Propane (OPIS) Swap,4.20 USD,42000 gal,USD / gal,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20081009,18:00 - 17:15,,,0.0001,,42000 USD
100351,,IXN,CLEAR,TETCO M-3 Index Swap,0.25 USD,2500 mmBtu,USD / mmBtu,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20081009,18:00 - 17:15,50,,0.0001,,2500 USD
100352,,ITN,CLEAR,Transco Zone 6 Index Swap,0.25 USD,2500 mmBtu,USD / mmBtu,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20081009,18:00 - 17:15,50,,0.0001,,2500 USD
100353,,IKN,CLEAR,PG&E Citygate Index Swap,0.25 USD,2500 mmBtu,USD / mmBtu,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20081009,18:00 - 17:15,50,,0.0001,,2500 USD
100354,,ISN,CLEAR,Chicage Index Swap,0.25 USD,2500 mmBtu,USD / mmBtu,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20081009,18:00 - 17:15,50,,0.0001,,2500 USD
100355,,GZN,CLEAR,Gasoil Crack Spread Calendar Swap,10 USD,1000 bbl,USD / bbl,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20081009,18:00 - 17:15,,,0.01,,1000 USD
100356,,RGN,CLEAR,Argus Gasoline Crack Spread Swap,10 USD,1000 bbl,USD / bbl,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20081009,18:00 - 17:15,500,,0.01,,1000 USD
100357,,GAN,CLEAR,Singapore Gasoil v ICE Rdam Gasoil Swap,10 USD,1000 bbl,USD / bbl,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20081009,18:00 - 17:15,500,,0.01,,1000 USD
100358,,RMN,CLEAR,RBOB Crack Spread Swap,10 USD,1000 bbl,USD / bbl,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20081022,18:00 - 17:15,500,,0.01,,1000 USD
100359,,BKN,CLEAR,WTI-Brent Calendar Swap,10 USD,1000 bbl,USD / bbl,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20081022,18:00 - 17:15,500,,0.01,,1000 USD
100360,,FYN,CLEAR,Dated-to-Frontline Brent Swap,10 USD,1000 bbl,USD / bbl,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20081022,18:00 - 17:15,500,,0.01,,1000 USD
100361,,RVN,CLEAR,RBOB Up-Down Calendar Swap,4.20 USD,42000 gal,USD / gal,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20081022,18:00 - 17:15,50,,0.0001,,42000 USD
100362,,HRN,CLEAR,Steel U.S. Midwest Domestic Hot Rolled Coil,0.20 USD,20 short tons,USD / ton,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20081022,18:00 - 17:15,,,5,,20 USD
100363,,SW7,CBT,Interest Swap 7 Year,3.125 USD,100000 USD,points,USD,"3,6,9,12",,20081022,18:00 - 16:00,,,0.015625,,1000 USD
100364,,LB2,CME,Lumber  (Floor Only),11 USD,110000 bd ft,USD / 1000 bd ft,USD,"1,3,5,7,9,11",,20081020,09:00 - 13:05,,,0.1,,110 USD
